Date,NtaCode,Thefts,TransitOfPeople,MarketTurnover
2020-01-21,BK28,0.0,10600,21200.52
2020-01-22,BK28,1.0,26544,37161.62
2020-01-23,BK28,1.0,23061,32286.13
2020-01-24,BK28,1.0,29271,40980.19
2020-01-25,BK28,2.0,3734,3547.46
2020-01-26,BK28,0.0,12518,25037.01
2020-01-27,BK28,0.0,3357,6714.24
2020-01-28,BK28,0.0,6036,12072.76
2020-01-29,BK28,3.0,4742,4268.27
2020-01-30,BK28,0.0,2745,5491.63
2020-01-31,BK28,1.0,29200,40880.92
2020-01-01,QN30,0.0,6882,13765.91
2020-01-02,QN30,0.0,7154,14309.38
2020-01-03,QN30,1.0,36422,50991.25
2020-01-04,QN30,0.0,4521,9042.44
2020-01-05,QN30,0.0,4466,8933.51
2020-01-06,QN30,1.0,35943,50321.58
2020-01-07,QN30,2.0,4674,4440.48
2020-01-08,QN30,0.0,3785,7570.58
2020-01-09,QN30,0.0,8100,16200.98
2020-01-10,QN30,1.0,36089,50525.28
2020-01-11,QN30,2.0,5050,4797.74
2020-01-12,QN30,0.0,7261,14523.89
2020-01-13,QN30,2.0,5278,5014.94
2020-01-14,QN30,2.0,5373,5105.07
2020-01-15,QN30,3.0,5944,5350.14
2020-01-16,QN30,2.0,5177,4918.92
2020-01-17,QN30,1.0,29945,41924.08
2020-01-18,QN30,0.0,12052,24104.82
2020-01-19,QN30,2.0,4748,4511.05
2020-01-20,QN30,0.0,8088,16176.84
2020-01-21,QN30,0.0,13051,26103.34
2020-01-22,QN30,2.0,5160,4902.26
2020-01-23,QN30,1.0,33916,47483.73
2020-01-24,QN30,0.0,2955,5911.7
2020-01-25,QN30,0.0,11810,23620.96
2020-01-26,QN30,0.0,9359,18719.03
2020-01-27,QN30,0.0,11471,22943.71
2020-01-28,QN30,0.0,9581,19163.3
2020-01-29,QN30,0.0,6788,13576.54
2020-01-30,QN30,0.0,5569,11139.09
2020-01-31,QN30,1.0,33004,46206.33
2020-01-01,QN23,0.0,23022,46044.53
2020-01-02,QN23,0.0,10007,20015.8
2020-01-03,QN23,0.0,6809,13618.2
2020-01-04,QN23,0.0,16075,32151.44
2020-01-05,QN23,1.0,58463,81849.14
2020-01-06,QN23,0.0,26012,52025.55
2020-01-07,QN23,0.0,16263,32526.96
2020-01-08,QN23,0.0,12946,25893.22
2020-01-09,QN23,0.0,9048,18097.18
2020-01-10,QN23,0.0,14788,29576.59
2020-01-11,QN23,0.0,17186,34373.09
2020-01-12,QN23,1.0,45894,64252.58
2020-01-13,QN23,1.0,54688,76564.4
2020-01-14,QN23,0.0,17491,34983.93
2020-01-15,QN23,0.0,5742,11485.62
2020-01-16,QN23,2.0,7727,7341.59
2020-01-17,QN23,1.0,58153,81415.23
2020-01-18,QN23,0.0,5076,10153.87
2020-01-19,QN23,0.0,20451,40903.72
2020-01-20,QN23,0.0,16906,33812.41
2020-01-21,QN23,0.0,20779,41559.85
2020-01-22,QN23,0.0,20566,41133.83
2020-01-23,QN23,1.0,52077,72908.78
2020-01-24,QN23,1.0,43864,61410.15
2020-01-25,QN23,1.0,49395,69153.82
2020-01-26,QN23,0.0,16820,33641.27
2020-01-27,QN23,2.0,7766,7377.97
2020-01-28,QN23,0.0,7625,15250.74
2020-01-29,QN23,0.0,17786,35573.86
2020-01-30,QN23,2.0,8973,8525.16
2020-01-31,QN23,0.0,7143,14286.32
2020-01-01,BX98,0.0,10807,21614.92
2020-01-02,BX98,0.0,11141,22282.01
2020-01-03,BX98,0.0,7872,15745.82
2020-01-04,BX98,0.0,12997,25995.64
2020-01-05,BX98,0.0,8704,17409.4
2020-01-06,BX98,0.0,13119,26239.0
2020-01-07,BX98,0.0,10333,20666.88
2020-01-08,BX98,1.0,29649,41509.71
2020-01-09,BX98,0.0,9627,19255.98
2020-01-10,BX98,0.0,3451,6902.65
2020-01-11,BX98,1.0,27999,39198.93
2020-01-12,BX98,0.0,2413,4826.02
2020-01-13,BX98,0.0,12583,25167.46
2020-01-14,BX98,0.0,8602,17205.21
2020-01-15,BX98,2.0,4137,3930.67
2020-01-16,BX98,1.0,23145,32403.47
2020-01-17,BX98,1.0,27174,38044.26
2020-01-18,BX98,2.0,4060,3857.06
2020-01-19,BX98,1.0,22318,31246.44
2020-01-20,BX98,0.0,13367,26734.88
2020-01-21,BX98,2.0,4246,4034.55
2020-01-22,BX98,0.0,5596,11193.94
2020-01-23,BX98,1.0,26122,36571.09
2020-01-24,BX98,1.0,26586,37221.23
2020-01-25,BX98,0.0,9098,18197.48
2020-01-26,BX98,0.0,3231,6462.63
2020-01-27,BX98,0.0,4953,9906.8
2020-01-28,BX98,0.0,2958,5917.49
2020-01-29,BX98,0.0,8401,16802.75
2020-01-30,BX98,0.0,3923,7846.04
2020-01-31,BX98,0.0,6645,13290.22
2020-01-01,SI48,1.0,47224,66114.9
2020-01-02,SI48,2.0,7048,6696.22
2020-01-03,SI48,1.0,36046,50464.64
2020-01-04,SI48,1.0,41722,58412.13
2020-01-05,SI48,0.0,20095,40191.05
2020-01-06,SI48,2.0,6581,6252.65
2020-01-07,SI48,2.0,6936,6590.0
2020-01-08,SI48,1.0,46172,64641.86
2020-01-09,SI48,0.0,9205,18410.24
2020-01-10,SI48,0.0,7898,15797.23
2020-01-11,SI48,0.0,21314,42629.06
2020-01-12,SI48,0.0,12710,25420.64
2020-01-13,SI48,0.0,13615,27231.89
2020-01-14,SI48,0.0,16899,33799.82
2020-01-15,SI48,0.0,9934,19868.18
2020-01-16,SI48,0.0,9129,18258.55
2020-01-17,SI48,0.0,6729,13458.53
2020-01-18,SI48,0.0,9855,19711.1
2020-01-19,SI48,0.0,13113,26227.86
2020-01-20,SI48,0.0,18868,37737.4
2020-01-21,SI48,0.0,12079,24158.43
2020-01-22,SI48,2.0,6677,6343.92
2020-01-23,SI48,0.0,6721,13443.14
2020-01-24,SI48,1.0,38015,53221.98
2020-01-25,SI48,0.0,21107,42214.92
2020-01-26,SI48,0.0,18481,36963.85
2020-01-27,SI48,0.0,10214,20428.76
2020-01-28,SI48,0.0,12988,25977.71
2020-01-29,SI48,0.0,10431,20862.62
2020-01-30,SI48,0.0,9876,19753.5
2020-01-31,SI48,1.0,40095,56134.2
2020-01-01,BX52,0.0,8269,16539.85
2020-01-02,BX52,0.0,25604,51209.27
2020-01-03,BX52,0.0,17605,35210.17
2020-01-04,BX52,1.0,55820,78148.08
2020-01-05,BX52,2.0,8341,7924.5
2020-01-06,BX52,0.0,18961,37923.72
2020-01-07,BX52,3.0,9704,8734.06
2020-01-08,BX52,0.0,10348,20696.72
2020-01-09,BX52,0.0,22234,44469.16
2020-01-10,BX52,2.0,8259,7846.78
2020-01-11,BX52,0.0,16773,33546.69
2020-01-12,BX52,0.0,11983,23966.96
2020-01-13,BX52,1.0,51310,71834.47
2020-01-14,BX52,0.0,14161,28323.82
2020-01-15,BX52,0.0,11750,23500.02
2020-01-16,BX52,0.0,18536,37072.64
2020-01-17,BX52,1.0,57362,80306.81
2020-01-18,BX52,0.0,21296,42592.57
2020-01-19,BX52,1.0,52782,73894.81
2020-01-20,BX52,0.0,6276,12553.01
2020-01-21,BX52,0.0,9470,18940.57
2020-01-22,BX52,0.0,10374,20749.73
2020-01-23,BX52,0.0,22133,44266.71
2020-01-24,BX52,2.0,7852,7460.13
2020-01-25,BX52,1.0,53847,75386.98
2020-01-26,BX52,0.0,21000,42000.45
2020-01-27,BX52,1.0,54465,76251.64
2020-01-28,BX52,1.0,54652,76514.16
2020-01-29,BX52,0.0,22939,45878.39
2020-01-30,BX52,2.0,7985,7586.11
2020-01-31,BX52,1.0,59832,83765.04
2020-01-01,SI01,1.0,64949,90928.71
2020-01-02,SI01,0.0,22389,44778.68
2020-01-03,SI01,1.0,62785,87899.87
2020-01-04,SI01,0.0,26416,52832.11
2020-01-05,SI01,2.0,9314,8848.81
2020-01-06,SI01,2.0,9538,9061.91
2020-01-07,SI01,1.0,60427,84599.15
2020-01-08,SI01,0.0,16281,32563.9
2020-01-09,SI01,0.0,20199,40398.54
2020-01-10,SI01,1.0,56088,78524.44
2020-01-11,SI01,2.0,8382,7963.19
2020-01-12,SI01,1.0,60668,84936.39
2020-01-13,SI01,1.0,59001,82601.75
2020-01-14,SI01,0.0,12053,24106.2
2020-01-15,SI01,2.0,9241,8779.66
2020-01-16,SI01,0.0,22010,44021.68
2020-01-17,SI01,0.0,8125,16251.47
2020-01-18,SI01,0.0,8638,17276.84
2020-01-19,SI01,0.0,21742,43485.2
2020-01-20,SI01,0.0,12261,24522.21
2020-01-21,SI01,1.0,50069,70097.81
2020-01-22,SI01,2.0,9253,8790.38
2020-01-23,SI01,0.0,14444,28889.86
2020-01-24,SI01,1.0,54256,75959.79
2020-01-25,SI01,1.0,48094,67331.97
2020-01-26,SI01,1.0,64968,90955.55
2020-01-27,SI01,0.0,25751,51502.11
2020-01-28,SI01,0.0,6936,13873.79
2020-01-29,SI01,1.0,57409,80373.88
2020-01-30,SI01,0.0,21828,43656.89
2020-01-31,SI01,2.0,9549,9071.91
2020-01-01,MN25,0.0,1080,2160.81
2020-01-02,MN25,1.0,4329,6061.97
2020-01-03,MN25,1.0,4502,6303.44
2020-01-04,MN25,0.0,3054,6108.88
2020-01-05,MN25,0.0,3138,6277.96
2020-01-06,MN25,0.0,2182,4364.99
2020-01-07,MN25,0.0,1748,3497.31
2020-01-08,MN25,1.0,4759,6663.73
2020-01-09,MN25,2.0,2160,2052.44
2020-01-10,MN25,0.0,2088,4176.51
2020-01-11,MN25,1.0,5155,7217.88
2020-01-12,MN25,2.0,1969,1871.32
2020-01-13,MN25,0.0,1682,3365.8
2020-01-14,MN25,2.0,2106,2001.44
2020-01-15,MN25,0.0,1714,3428.43
2020-01-16,MN25,1.0,5048,7067.21
2020-01-17,MN25,1.0,4430,6202.82
2020-01-18,MN25,0.0,1927,3855.83
2020-01-19,MN25,0.0,1422,2845.7
2020-01-20,MN25,0.0,1545,3091.65
2020-01-21,MN25,0.0,1572,3144.14
2020-01-22,MN25,0.0,4996,9993.8
2020-01-23,MN25,2.0,2266,2152.98
2020-01-24,MN25,1.0,3912,5477.5
2020-01-25,MN25,2.0,2115,2009.96
2020-01-26,MN25,1.0,3875,5425.34
2020-01-27,MN25,1.0,4748,6648.36
2020-01-28,MN25,1.0,4811,6736.3
2020-01-29,MN25,2.0,1958,1861.02
2020-01-30,MN25,0.0,1064,2128.45
2020-01-31,MN25,0.0,1006,2012.12
2020-01-01,MN14,0.0,10236,20472.68
2020-01-02,MN14,2.0,4774,4535.39
2020-01-03,MN14,0.0,10780,21561.71
2020-01-04,MN14,1.0,35324,49454.06
2020-01-05,MN14,0.0,14303,28606.22
2020-01-06,MN14,2.0,4917,4671.58
2020-01-07,MN14,1.0,36210,50694.45
2020-01-08,MN14,0.0,12798,25597.28
2020-01-09,MN14,0.0,12926,25853.7
2020-01-10,MN14,0.0,10168,20337.65
2020-01-11,MN14,1.0,26784,37498.24
2020-01-12,MN14,1.0,31338,43874.5
2020-01-13,MN14,0.0,8859,17719.97
2020-01-14,MN14,2.0,4947,4700.11
2020-01-15,MN14,0.0,15074,30148.57
2020-01-16,MN14,0.0,15536,31073.2
2020-01-17,MN14,0.0,12738,25477.9
2020-01-18,MN14,1.0,32609,45653.05
2020-01-19,MN14,2.0,5375,5106.94
2020-01-20,MN14,2.0,4787,4547.98
2020-01-21,MN14,0.0,15377,30755.38
2020-01-22,MN14,2.0,5049,4796.86
2020-01-23,MN14,0.0,15187,30375.59
2020-01-24,MN14,0.0,8055,16110.82
2020-01-25,MN14,2.0,4732,4496.19
2020-01-26,MN14,2.0,5223,4962.54
2020-01-27,MN14,0.0,12966,25933.95
2020-01-28,MN14,0.0,3073,6146.68
2020-01-29,MN14,0.0,3495,6991.99
2020-01-30,MN14,1.0,30360,42504.52
2020-01-31,MN14,2.0,5201,4941.69
2020-01-01,MN17,2.0,6043,5741.14
2020-01-02,MN17,0.0,3895,7791.49
2020-01-03,MN17,0.0,5384,10768.64
2020-01-04,MN17,0.0,4213,8426.51
2020-01-05,MN17,2.0,5685,5401.65
2020-01-06,MN17,2.0,6572,6243.65
2020-01-07,MN17,0.0,2310,4621.63
2020-01-08,MN17,2.0,6582,6253.37
2020-01-09,MN17,0.0,6613,13227.12
2020-01-10,MN17,1.0,13574,19004.66
2020-01-11,MN17,1.0,15083,21117.38
2020-01-12,MN17,2.0,6219,5908.09
2020-01-13,MN17,1.0,14280,19993.25
2020-01-14,MN17,1.0,14024,19633.75
2020-01-15,MN17,1.0,13323,18652.75
2020-01-16,MN17,2.0,6361,6043.71
2020-01-17,MN17,1.0,13970,19559.28
2020-01-18,MN17,0.0,5055,10110.03
2020-01-19,MN17,0.0,4832,9665.07
2020-01-20,MN17,1.0,12510,17514.86
2020-01-21,MN17,0.0,6055,12110.58
2020-01-22,MN17,1.0,10839,15175.44
2020-01-23,MN17,2.0,5758,5470.96
2020-01-24,MN17,0.0,4896,9792.34
2020-01-25,MN17,1.0,11004,15406.46
2020-01-26,MN17,0.0,4774,9548.48
2020-01-27,MN17,0.0,3327,6655.19
2020-01-28,MN17,2.0,5752,5464.99
2020-01-29,MN17,0.0,1386,2773.18
2020-01-30,MN17,2.0,6477,6153.89
2020-01-31,MN17,0.0,6427,12854.47
2020-01-01,MN40,2.0,7170,6811.84
2020-01-02,MN40,2.0,7097,6742.34
2020-01-03,MN40,0.0,7692,15384.24
2020-01-04,MN40,0.0,19258,38516.69
2020-01-05,MN40,2.0,6865,6522.68
2020-01-06,MN40,0.0,6462,12925.48
2020-01-07,MN40,0.0,17046,34092.45
2020-01-08,MN40,1.0,50109,70153.58
2020-01-09,MN40,0.0,3824,7649.65
2020-01-10,MN40,0.0,15829,31658.75
2020-01-11,MN40,4.0,8340,7506.87
2020-01-12,MN40,1.0,46048,64467.51
2020-01-13,MN40,0.0,10508,21016.8
2020-01-14,MN40,0.0,16382,32765.25
2020-01-15,MN40,1.0,40787,57102.19
2020-01-16,MN40,1.0,43664,61130.28
2020-01-17,MN40,1.0,44716,62603.78
2020-01-18,MN40,0.0,16926,33852.52
2020-01-19,MN40,0.0,22628,45256.22
2020-01-20,MN40,0.0,4210,8421.54
2020-01-21,MN40,0.0,6220,12441.58
2020-01-22,MN40,0.0,19449,38898.22
2020-01-23,MN40,0.0,10375,20750.82
2020-01-24,MN40,0.0,15818,31636.72
2020-01-25,MN40,2.0,6731,6394.54
2020-01-26,MN40,0.0,9221,18442.26
2020-01-27,MN40,2.0,6502,6177.84
2020-01-28,MN40,0.0,11657,23314.38
2020-01-29,MN40,2.0,7110,6754.69
2020-01-30,MN40,0.0,4432,8864.69
2020-01-31,MN40,1.0,47729,66821.8
2020-01-01,BX26,0.0,12342,24684.51
2020-01-02,BX26,0.0,3964,7929.4
2020-01-03,BX26,0.0,13196,26393.77
2020-01-04,BX26,0.0,7352,14704.85
2020-01-05,BX26,1.0,25610,35855.18
2020-01-06,BX26,0.0,11818,23636.35
2020-01-07,BX26,1.0,21677,30348.16
2020-01-08,BX26,1.0,22254,31155.77
2020-01-09,BX26,1.0,23251,32551.92
2020-01-10,BX26,0.0,3495,6990.95
2020-01-11,BX26,1.0,25934,36307.9
2020-01-12,BX26,0.0,9702,19404.9
2020-01-13,BX26,0.0,6791,13582.34
2020-01-14,BX26,0.0,13257,26514.42
2020-01-15,BX26,2.0,4019,3818.95
2020-01-16,BX26,2.0,3813,3623.08
2020-01-17,BX26,1.0,26610,37255.24
2020-01-18,BX26,1.0,24721,34610.6
2020-01-19,BX26,0.0,13212,26424.23
2020-01-20,BX26,1.0,30219,42307.18
2020-01-21,BX26,0.0,13439,26878.62
2020-01-22,BX26,1.0,24378,34129.27
2020-01-23,BX26,5.0,4926,4434.18
2020-01-24,BX26,1.0,21796,30515.56
2020-01-25,BX26,0.0,9673,19347.63
2020-01-26,BX26,2.0,4320,4104.9
2020-01-27,BX26,0.0,3557,7114.75
2020-01-28,BX26,2.0,3939,3742.44
2020-01-29,BX26,1.0,24313,34039.13
2020-01-30,BX26,0.0,8099,16199.09
2020-01-31,BX26,0.0,8705,17410.87
2020-01-01,BK21,1.0,5498,7697.96
2020-01-02,BK21,0.0,2778,5557.57
2020-01-03,BK21,2.0,3146,2989.0
2020-01-04,BK21,2.0,3034,2882.55
2020-01-05,BK21,1.0,6895,9653.62
2020-01-06,BK21,0.0,2388,4776.73
2020-01-07,BK21,0.0,3168,6336.22
2020-01-08,BK21,0.0,1317,2634.57
2020-01-09,BK21,2.0,2898,2753.95
2020-01-10,BK21,0.0,1231,2462.3
2020-01-11,BK21,0.0,4317,8634.85
2020-01-12,BK21,0.0,2636,5272.62
2020-01-13,BK21,0.0,2780,5561.5
2020-01-14,BK21,0.0,1450,2901.24
2020-01-15,BK21,2.0,2909,2764.18
2020-01-16,BK21,0.0,4183,8367.04
2020-01-17,BK21,1.0,6155,8618.04
2020-01-18,BK21,0.0,1563,3126.65
2020-01-19,BK21,0.0,2872,5745.99
2020-01-20,BK21,0.0,1398,2797.02
2020-01-21,BK21,0.0,1820,3641.83
2020-01-22,BK21,1.0,6305,8828.17
2020-01-23,BK21,1.0,6774,9483.82
2020-01-24,BK21,1.0,5551,7772.45
2020-01-25,BK21,0.0,3130,6260.0
2020-01-26,BK21,1.0,5945,8323.44
2020-01-27,BK21,1.0,5542,7759.13
2020-01-28,BK21,1.0,7042,9859.6
2020-01-29,BK21,1.0,5694,7972.3
2020-01-30,BK21,0.0,1834,3669.1
2020-01-31,BK21,1.0,7120,9968.89
2020-01-01,BX22,1.0,7512,10517.9
2020-01-02,BX22,0.0,1509,3018.15
2020-01-03,BX22,0.0,4339,8678.02
2020-01-04,BX22,0.0,1078,2157.38
2020-01-05,BX22,1.0,2123,2972.87
2020-01-06,BX22,2.0,996,946.49
2020-01-07,BX22,2.0,1050,997.56
2020-01-08,BX22,0.0,1842,3684.04
2020-01-09,BX22,2.0,985,936.26
2020-01-10,BX22,0.0,3602,7205.17
2020-01-11,BX22,0.0,4482,8964.68
2020-01-12,BX22,2.0,973,924.96
2020-01-13,BX22,2.0,990,941.08
2020-01-14,BX22,0.0,2436,4873.13
2020-01-15,BX22,0.0,4787,9574.16
2020-01-16,BX22,0.0,4932,9865.14
2020-01-17,BX22,0.0,3366,6732.85
2020-01-18,BX22,1.0,2101,2942.08
2020-01-19,BX22,0.0,4369,8739.61
2020-01-20,BX22,0.0,4231,8462.84
2020-01-21,BX22,0.0,3432,6864.88
2020-01-22,BX22,0.0,1065,2130.62
2020-01-23,BX22,2.0,1058,1005.81
2020-01-24,BX22,1.0,7698,10778.4
2020-01-25,BX22,0.0,4472,8945.61
2020-01-26,BX22,2.0,1047,995.1
2020-01-27,BX22,0.0,4304,8609.0
2020-01-28,BX22,0.0,2383,4767.27
2020-01-29,BX22,0.0,4629,9258.7
2020-01-30,BX22,1.0,2425,3396.02
2020-01-31,BX22,1.0,2035,2850.03
2020-01-01,BX29,0.0,5892,11784.85
2020-01-02,BX29,1.0,24278,33989.75
2020-01-03,BX29,1.0,26061,36485.54
2020-01-04,BX29,1.0,27223,38112.9
2020-01-05,BX29,1.0,25490,35686.34
2020-01-06,BX29,0.0,12870,25740.34
2020-01-07,BX29,2.0,3866,3673.14
2020-01-08,BX29,0.0,4910,9820.4
2020-01-09,BX29,2.0,4037,3835.55
2020-01-10,BX29,1.0,23206,32489.48
2020-01-11,BX29,0.0,5499,10999.39
2020-01-12,BX29,1.0,22235,31129.49
2020-01-13,BX29,1.0,28301,39622.65
2020-01-14,BX29,0.0,11833,23667.08
2020-01-15,BX29,0.0,11569,23138.01
2020-01-16,BX29,0.0,9577,19155.55
2020-01-17,BX29,1.0,26814,37540.62
2020-01-18,BX29,0.0,12054,24109.29
2020-01-19,BX29,2.0,4125,3918.79
2020-01-20,BX29,1.0,22054,30875.83
2020-01-21,BX29,0.0,4568,9136.77
2020-01-22,BX29,0.0,12069,24138.91
2020-01-23,BX29,1.0,24654,34515.97
2020-01-24,BX29,2.0,4300,4085.28
2020-01-25,BX29,0.0,9018,18036.88
2020-01-26,BX29,0.0,10860,21721.57
2020-01-27,BX29,2.0,4161,3953.39
2020-01-28,BX29,1.0,26037,36453.16
2020-01-29,BX29,0.0,8214,16429.62
2020-01-30,BX29,0.0,5705,11411.52
2020-01-31,BX29,2.0,3881,3687.72
2020-01-01,BK40,1.0,43011,60216.68
2020-01-02,BK40,2.0,7602,7222.51
2020-01-03,BK40,0.0,20493,40986.13
2020-01-04,BK40,0.0,9898,19796.9
2020-01-05,BK40,0.0,15964,31929.39
2020-01-06,BK40,1.0,54002,75603.05
2020-01-07,BK40,2.0,7554,7176.51
2020-01-08,BK40,0.0,17111,34223.83
2020-01-09,BK40,0.0,4308,8617.85
2020-01-10,BK40,2.0,7086,6732.57
2020-01-11,BK40,0.0,23617,47235.95
2020-01-12,BK40,1.0,50166,70233.68
2020-01-13,BK40,0.0,7040,14080.73
2020-01-14,BK40,0.0,4037,8075.21
2020-01-15,BK40,0.0,11373,22747.55
2020-01-16,BK40,1.0,43715,61201.95
2020-01-17,BK40,0.0,22218,44436.52
2020-01-18,BK40,2.0,6787,6448.12
2020-01-19,BK40,0.0,4078,8156.5
2020-01-20,BK40,1.0,39164,54830.0
2020-01-21,BK40,2.0,7739,7352.12
2020-01-22,BK40,3.0,8691,7822.41
2020-01-23,BK40,1.0,50596,70835.21
2020-01-24,BK40,0.0,23306,46613.86
2020-01-25,BK40,0.0,4427,8855.95
2020-01-26,BK40,1.0,48684,68157.75
2020-01-27,BK40,0.0,20083,40167.21
2020-01-28,BK40,0.0,20460,40920.2
2020-01-29,BK40,1.0,46968,65755.88
2020-01-30,BK40,0.0,9029,18058.84
2020-01-31,BK40,3.0,8712,7841.62
2020-01-01,BK50,1.0,21560,30184.83
2020-01-02,BK50,1.0,21619,30267.11
2020-01-03,BK50,1.0,22368,31316.06
2020-01-04,BK50,0.0,6591,13182.04
2020-01-05,BK50,0.0,5118,10236.44
2020-01-06,BK50,1.0,21798,30518.25
2020-01-07,BK50,1.0,20980,29372.7
2020-01-08,BK50,0.0,4868,9737.16
2020-01-09,BK50,0.0,3589,7179.34
2020-01-10,BK50,0.0,6400,12800.04
2020-01-11,BK50,0.0,7314,14628.18
2020-01-12,BK50,0.0,6221,12442.07
2020-01-13,BK50,0.0,5671,11342.64
2020-01-14,BK50,0.0,11914,23829.59
2020-01-15,BK50,2.0,3788,3598.77
2020-01-16,BK50,2.0,3948,3751.47
2020-01-17,BK50,1.0,26947,37726.79
2020-01-18,BK50,0.0,2668,5336.25
2020-01-19,BK50,2.0,4032,3831.02
2020-01-20,BK50,1.0,22025,30835.07
2020-01-21,BK50,4.0,4602,4142.5
2020-01-22,BK50,0.0,7133,14266.48
2020-01-23,BK50,0.0,12615,25231.16
2020-01-24,BK50,1.0,28212,39498.18
2020-01-25,BK50,1.0,24111,33755.42
2020-01-26,BK50,2.0,3831,3639.58
2020-01-27,BK50,1.0,25383,35537.45
2020-01-28,BK50,0.0,9345,18691.1
2020-01-29,BK50,0.0,9205,18411.48
2020-01-30,BK50,1.0,20635,28890.23
2020-01-31,BK50,2.0,3904,3709.28
2020-01-01,BK42,0.0,4182,8365.91
2020-01-02,BK42,2.0,4460,4237.93
2020-01-03,BK42,0.0,2924,5848.89
2020-01-04,BK42,0.0,7850,15701.02
2020-01-05,BK42,0.0,4006,8013.06
2020-01-06,BK42,1.0,31773,44483.14
2020-01-07,BK42,1.0,29812,41737.45
2020-01-08,BK42,1.0,33185,46459.15
2020-01-09,BK42,1.0,28976,40567.42
2020-01-10,BK42,2.0,4757,4519.7
2020-01-11,BK42,1.0,25277,35388.2
2020-01-12,BK42,0.0,3316,6633.25
2020-01-13,BK42,0.0,10203,20406.41
2020-01-14,BK42,0.0,10694,21389.54
2020-01-15,BK42,1.0,25849,36189.46
2020-01-16,BK42,1.0,29354,41095.85
2020-01-17,BK42,0.0,8160,16321.65
2020-01-18,BK42,0.0,10664,21328.77
2020-01-19,BK42,0.0,13457,26915.14
2020-01-20,BK42,0.0,2984,5969.66
2020-01-21,BK42,1.0,29660,41524.58
2020-01-22,BK42,0.0,5892,11784.13
2020-01-23,BK42,1.0,32346,45285.4
2020-01-24,BK42,0.0,9738,19477.18
2020-01-25,BK42,0.0,12951,25903.24
2020-01-26,BK42,2.0,4624,4393.39
2020-01-27,BK42,0.0,6046,12093.31
2020-01-28,BK42,1.0,31559,44183.22
2020-01-29,BK42,0.0,13282,26564.23
2020-01-30,BK42,1.0,25968,36355.25
2020-01-31,BK42,0.0,10150,20300.51
2020-01-01,BK58,1.0,16373,22923.13
2020-01-02,BK58,0.0,4827,9654.59
2020-01-03,BK58,0.0,4391,8783.53
2020-01-04,BK58,0.0,4479,8959.48
2020-01-05,BK58,0.0,1612,3224.35
2020-01-06,BK58,1.0,16440,23016.73
2020-01-07,BK58,2.0,6475,6151.61
2020-01-08,BK58,0.0,6876,13752.27
2020-01-09,BK58,0.0,1966,3932.91
2020-01-10,BK58,2.0,6858,6515.93
2020-01-11,BK58,1.0,15858,22201.98
2020-01-12,BK58,1.0,14345,20083.61
2020-01-13,BK58,1.0,13875,19425.23
2020-01-14,BK58,0.0,3138,6276.91
2020-01-15,BK58,1.0,15798,22118.31
2020-01-16,BK58,1.0,13832,19364.97
2020-01-17,BK58,0.0,5232,10465.73
2020-01-18,BK58,2.0,6825,6484.23
2020-01-19,BK58,0.0,2726,5452.23
2020-01-20,BK58,1.0,15922,22291.04
2020-01-21,BK58,0.0,1487,2975.31
2020-01-22,BK58,0.0,4582,9164.19
2020-01-23,BK58,0.0,5797,11594.61
2020-01-24,BK58,2.0,6991,6641.99
2020-01-25,BK58,1.0,13317,18644.33
2020-01-26,BK58,1.0,13164,18430.88
2020-01-27,BK58,0.0,4122,8244.98
2020-01-28,BK58,0.0,2363,4727.38
2020-01-29,BK58,1.0,13069,18297.84
2020-01-30,BK58,0.0,4759,9519.06
2020-01-31,BK58,1.0,11800,16521.11
2020-01-01,QN45,0.0,15336,30673.01
2020-01-02,QN45,1.0,46520,65129.09
2020-01-03,QN45,0.0,5500,11001.3
2020-01-04,QN45,1.0,45732,64024.93
2020-01-05,QN45,0.0,15713,31426.63
2020-01-06,QN45,1.0,47295,66213.49
2020-01-07,QN45,0.0,6834,13668.79
2020-01-08,QN45,0.0,7933,15867.97
2020-01-09,QN45,2.0,7029,6678.15
2020-01-10,QN45,0.0,19694,39389.55
2020-01-11,QN45,2.0,7121,6765.56
2020-01-12,QN45,0.0,6771,13542.03
2020-01-13,QN45,1.0,38284,53598.67
2020-01-14,QN45,2.0,6327,6011.52
2020-01-15,QN45,0.0,5712,11425.79
2020-01-16,QN45,0.0,12991,25982.38
2020-01-17,QN45,0.0,7218,14437.46
2020-01-18,QN45,0.0,18278,36556.97
2020-01-19,QN45,3.0,8047,7242.8
2020-01-20,QN45,0.0,14041,28083.47
2020-01-21,QN45,1.0,45753,64054.38
2020-01-22,QN45,0.0,11695,23390.59
2020-01-23,QN45,0.0,18334,36669.62
2020-01-24,QN45,0.0,17080,34160.19
2020-01-25,QN45,5.0,8047,7243.06
2020-01-26,QN45,0.0,17701,35402.97
2020-01-27,QN45,2.0,7253,6890.53
2020-01-28,QN45,2.0,6644,6312.16
2020-01-29,QN45,0.0,10913,21827.09
2020-01-30,QN45,0.0,13661,27323.69
2020-01-31,QN45,1.0,44814,62740.82
2020-01-01,BK37,0.0,2237,4474.52
2020-01-02,BK37,1.0,7854,10996.41
2020-01-03,BK37,0.0,3354,6708.17
2020-01-04,BK37,0.0,1173,2347.48
2020-01-05,BK37,0.0,2704,5408.49
2020-01-06,BK37,0.0,3456,6912.02
2020-01-07,BK37,0.0,1057,2114.75
